,Married,Number_of_Dependents,Tenure_in_Months,Phone_Service,Multipl_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Customer_Status
278,No,0,18,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
279,Yes,0,62,Yes,No,Yes,Cable,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,Stayed
280,No,0,41,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
281,No,0,44,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
282,No,0,53,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
284,Yes,0,54,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
286,No,0,24,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
287,No,0,33,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,Stayed
288,Yes,0,66,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
290,Yes,0,63,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
291,Yes,0,23,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
293,No,0,10,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
295,No,0,29,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
296,Yes,0,62,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
297,Yes,0,41,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned
298,No,0,43,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
299,No,1,26,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
300,Yes,0,19,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
302,No,0,45,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
303,No,0,32,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
306,Yes,1,55,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
308,No,0,49,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
309,Yes,0,61,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
311,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
312,No,3,23,Yes,No,Yes,Cable,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
313,No,0,21,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
314,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
315,Yes,0,5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
316,Yes,0,24,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed
317,No,0,27,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,Churned
319,No,0,5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned
322,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,Churned
323,Yes,0,60,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,Stayed
324,Yes,0,37,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,Stayed
325,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,Churned
326,Yes,2,28,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed
328,No,0,62,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
330,No,0,5,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
332,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,Churned
333,No,0,35,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned
335,Yes,0,30,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
337,No,0,15,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
338,No,2,70,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
339,No,2,66,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,Stayed
340,Yes,0,55,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
341,Yes,0,55,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
342,Yes,0,57,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,Stayed
343,Yes,0,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
345,Yes,0,54,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
346,Yes,2,24,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
348,No,0,51,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
349,No,0,13,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,Stayed
350,No,0,58,Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,Stayed
351,Yes,0,18,Yes,No,Yes,Cable,No,No,No,No,No,Yes,One Year,Yes,Credit Card,Stayed
353,Yes,3,72,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed
356,No,0,9,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
357,Yes,2,20,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
358,No,0,69,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,Churned
359,No,0,63,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,Stayed
360,No,0,7,Yes,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
363,No,0,9,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
364,Yes,1,46,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
365,Yes,0,60,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
366,Yes,0,27,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
367,Yes,0,16,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
368,Yes,0,22,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
369,Yes,1,41,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
370,No,0,4,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,Stayed
371,No,0,24,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
373,No,0,25,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
374,Yes,0,40,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
375,No,0,8,Yes,No,Yes,Cable,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
377,Yes,1,64,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
378,Yes,0,62,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
379,Yes,0,20,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
381,No,0,57,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,Stayed
382,No,1,12,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,Stayed
384,Yes,0,59,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
386,Yes,0,45,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Stayed
388,Yes,0,20,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
393,No,0,49,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Credit Card,Churned
394,No,0,28,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
395,Yes,0,72,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
396,No,0,13,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
399,Yes,0,63,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
402,No,0,10,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
403,No,0,65,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,Stayed
407,Yes,0,22,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,Churned
408,No,0,23,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
409,Yes,0,40,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,Stayed
410,No,0,2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
411,Yes,0,13,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
412,No,0,16,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
413,No,0,67,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned
415,Yes,0,47,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Churned
416,No,0,4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
417,No,0,18,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
418,Yes,0,21,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
419,Yes,2,62,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
420,No,0,7,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
421,No,0,29,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
422,Yes,0,48,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,Stayed
423,Yes,3,53,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
425,Yes,0,22,Yes,No,Yes,DSL,Yes,No,No,No,No,No,One Year,Yes,Credit Card,Stayed
427,Yes,0,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
428,Yes,0,34,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
429,Yes,0,48,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
431,No,0,71,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,Stayed
432,Yes,0,32,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
433,No,0,63,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
434,Yes,2,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
435,No,0,53,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
436,Yes,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
437,Yes,1,50,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,Stayed
438,Yes,0,15,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
439,Yes,0,21,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
440,Yes,0,1,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
441,No,0,2,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
442,Yes,0,65,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,Churned
443,Yes,1,52,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
444,No,0,13,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
446,No,0,46,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned
447,Yes,0,53,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned
448,No,0,40,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
449,No,1,23,Yes,No,Yes,Cable,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Stayed
450,No,0,4,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
452,Yes,6,49,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
453,No,0,9,Yes,No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
454,No,0,4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
456,No,0,70,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
457,Yes,0,13,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
458,No,0,34,Yes,Yes,Yes,Cable,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
459,No,0,9,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
460,No,0,57,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
461,No,0,12,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Churned
462,No,0,7,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
463,No,0,4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
464,Yes,0,1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
465,No,0,44,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Stayed
467,No,0,36,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
468,No,0,55,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Churned
469,No,0,69,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,Stayed
470,Yes,0,9,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
471,Yes,3,71,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,Stayed
472,No,0,30,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
475,No,0,24,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
477,Yes,0,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
478,Yes,0,4,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Churned
479,No,0,1,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
480,Yes,0,51,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
482,No,0,72,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
483,Yes,2,64,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
485,Yes,0,70,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned
487,No,0,52,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,Stayed
490,No,0,2,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
492,Yes,3,54,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
495,No,0,66,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
496,Yes,1,16,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
497,No,0,3,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned
498,Yes,2,11,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
502,No,0,9,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
505,No,0,66,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,Stayed
509,No,0,4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
511,Yes,0,67,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Stayed
512,Yes,0,71,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
514,Yes,3,15,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
517,No,2,3,Yes,No,Yes,Cable,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Churned
518,Yes,0,24,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,Stayed
519,No,0,52,Yes,Yes,Yes,Cable,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,Stayed
521,Yes,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Churned
522,No,0,55,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
523,Yes,0,42,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
524,No,0,27,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
525,Yes,3,17,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Stayed
527,Yes,0,27,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
529,No,0,45,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed
533,No,0,20,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
536,No,0,71,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
538,Yes,0,66,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
540,No,0,47,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
541,No,0,7,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
543,No,0,46,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
544,No,0,53,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
547,Yes,0,16,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
548,No,0,15,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
549,No,0,45,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
550,Yes,0,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
552,No,0,6,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
554,Yes,3,68,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
555,Yes,1,64,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,Stayed
556,No,0,34,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,Churned
557,No,0,5,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
558,Yes,1,20,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
559,Yes,0,64,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
560,Yes,0,26,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,Stayed
561,No,0,5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,Churned
562,Yes,0,13,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
563,Yes,0,59,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
564,No,0,17,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
565,No,0,9,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
566,No,0,10,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
567,No,0,5,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
568,No,0,54,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned
